GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
10	rs34268282	2	166943277	rs11890028	2012-11-02	22949513	EPICURE Consortium	2012-09-04	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/22949513	Genome-wide association analysis of genetic generalized epilepsies implicates susceptibility loci at 1q43, 2p16.1, 2q22.3 and 17q21.32.	Epilepsy (generalized)	702 European ancestry genetic absence epilepsies cases, 586 European ancestry juvenile myoclonic epilepsy cases, 239 European ancestry other genetic generalized epilepsies cases, 2,461 European ancestry controls	347 European ancestry genetic absence epilepsies trios, 166 European ancestry juvenile myoclonic epilepsy trios, 91 European ancestry other genetic generalized epilepsies trios, 385 European ancestry genetic absence epilepsies cases, 382 European ancestry juvenile myoclonic epilepsy cases, 122 European ancestry other genetic generalized epilepsies cases, up to 889 European ancestry controls	2q24.3	SCN1A	LOC101929680, SCN1A			101929680, 6323			rs11890028-T	rs11890028	0	11890028	intron_variant	0	0.688	4E-6	5.3979400086720375	(All GGE)	1.18	[1.09-1.27]	Affymetrix [4560000] (imputed)	N
10	rs34268282	2	166945367	rs13004083	2015-06-26	25344690	Feenstra B	2014-10-26	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25344690	Common variants associated with general and MMR vaccine-related febrile seizures.	Febrile seizures (MMR vaccine-related)	929 European ancestry cases, 4,118 European ancestry controls	Up to 408 European ancestry cases, Up to 1,645 European ancestry controls	2q24.3	SCN1A	LOC101929680, SCN1A			101929680, 6323			rs13004083-A	rs13004083	0	13004083	intron_variant	0	0.765	3E-12	11.522878745280337		1.47	[1.32-1.63]	Illumina [8129524] (imputed)	N
12	rs9810474	3	75147813	rs72628656	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Highest math class taken (MTAG)	811,539 European ancestry individuals	NA	3p12.3	Intergenic	NIPA2P2 - LOC107986099	100130204	107986099		13401	40906	rs72628656-A	rs72628656	0	72628656	intergenic_variant	1	0.2186	8E-9	8.096910013008056	(MTAG)	0.0115	[0.0076-0.0154] unit decrease	Affymetrix, Illumina [7100000] (imputed)	N
13	rs113021516	3	135822924	rs34864445	2018-05-11	29617998	Gao XR	2018-03-28	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/29617998	Genome-Wide Association Analyses Identify New Loci Influencing Intraocular Pressure.	Intraocular pressure	115,486 European ancestry individuals	NA	3q22.3	PPP2R3A	PPP2R3A			5523			rs34864445-C	rs34864445	0	34864445	intron_variant	0	0.7296	1E-9	9.0		0.0927	[0.062-0.124] unit increase	Affymetrix [~ 11900000] (imputed)	N
13	rs113021516	3	135888642	rs73222236	2018-01-29	29212778	van der Harst P	2017-12-06	Circ Res	www.ncbi.nlm.nih.gov/pubmed/29212778	Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.	Coronary artery disease	88,192 cases, 162,544 controls	34,541 cases, 261,984 controls	3q22.3	MSL2	MSL2			55167			rs73222236-A	rs73222236	0	73222236	intron_variant	0	0.6673	1E-8	8.0		0.0385	[0.025-0.052] unit decrease	NR [8041861] (imputed)	N
13	rs113021516	3	135986978	rs60614489	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Cognitive performance	257,841 European ancestry individuals	NA	3q22.3	Intergenic	PCCB			5096			rs60614489-A	rs60614489	0	60614489	intron_variant	0	0.6615	5E-8	7.301029995663981		0.0164	[0.011-0.022] unit increase	Affymetrix, Illumina [10100000] (imputed)	N
13	rs113021516	3	136483890	rs6795372	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Depressed affect	357,957 European ancestry individuals	NA	3q22.3	NR	STAG1 - SLC35G2	10274	80723		12636	53971	rs6795372-G	rs6795372	0	6795372	intergenic_variant	1	NR	1E-9	9.0		0.0145	[0.0098-0.0192] unit increase	Affymetrix [10847151] (imputed)	N
13	rs113021516	3	136483890	rs6795372	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Neuroticism	449,484 European ancestry individuals	NA	3q22.3	NR	STAG1 - SLC35G2	10274	80723		12636	53971	rs6795372-T	rs6795372	0	6795372	intergenic_variant	1	NR	2E-10	9.698970004336019		6.333	z score decrease	Affymetrix [10847151] (imputed)	N
13	rs113021516	3	136487989	rs9853960	2018-09-12	29942086	Savage JE	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942086	Genome-wide association meta-analysis in 269,867 individuals identifies new genetic and functional links to intelligence.	Intelligence	269,867 European ancestry individuals	NA	3q22.3	NR	STAG1 - SLC35G2	10274	80723		16735	49872	rs9853960-A	rs9853960	0	9853960	intergenic_variant	1	NR	2E-9	8.698970004336019		6.001	z-score decrease	Affymetrix, Illumina [9295118] (imputed)	N
14	rs12501164	4	92494466	rs6532321	2018-11-30	30279531	Baselmans BML	2018-10-02	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/30279531	A genetic perspective on the relationship between eudaimonic -and hedonic well-being.	Eudaimonic well-being	108,154 British ancestry individuals	NA	4q22.1	NR	CCSER1			401145			rs6532321-C	rs6532321	0	6532321	intron_variant	0	0.52807	4E-6	5.3979400086720375		4.63103	[NR] z score decrease	Affymetrix [~ 8600000] (imputed)	N
15	rs13109404	4	102865304	rs13126505	2013-02-12	23128233	Jostins L	2012-11-01	Nature	www.ncbi.nlm.nih.gov/pubmed/23128233	Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.	Crohn's disease	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls	Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls	4q24	intergenic	BANK1			55024			rs13126505-A	rs13126505	0	13126505	intron_variant	0	0.096	2E-12	11.698970004336019		1.172	[1.10-1.248]	Affymetrix, Illumina [1230000] (imputed)	N
15	rs13109404	4	102865304	rs13126505	2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Inflammatory bowel disease	12,882 European ancestry cases, 21,770 European ancestry controls	25,273 European ancestry cases, 26,715 European ancestry controls, 548 Iranian ancestry cases, 342 Iranian ancestry control, 1,423 Indian ancestry cases, 990 Indian ancestry controls, 2,824 East Asian ancestry cases, 3,719 East Asian ancestry controls	4q24	NR	BANK1			55024			rs13126505-A	rs13126505	0	13126505	intron_variant	0	0.06306	1E-10	10.0	(EA)	1.1371485	[1.1-1.18]	Affymetrix, Illumina [~ 9000000] (imputed)	N
15	rs13109404	4	102865304	rs13126505	2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Crohn's disease	12,194 European and unknown ancestry cases, 28,072 European and unknown ancestry controls	NA	4q24	NFKB1, SLC39A8, BANK1	BANK1			55024			rs13126505-?	rs13126505	0	13126505	intron_variant	0		4E-8	7.3979400086720375				Illumina [9560910] (imputed)	N
15	rs13109404	4	102865304	rs13126505	2017-06-02	28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	NA	4q24	NFKB1, SLC39A8, BANK1	BANK1			55024			rs13126505-?	rs13126505	0	13126505	intron_variant	0		4E-6	5.3979400086720375				Illumina [9725440] (imputed)	N
15	rs13109404	4	102865304	rs13126505	2018-09-12	29942086	Savage JE	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942086	Genome-wide association meta-analysis in 269,867 individuals identifies new genetic and functional links to intelligence.	Intelligence	269,867 European ancestry individuals	NA	4q24	NR	BANK1			55024			rs13126505-A	rs13126505	0	13126505	intron_variant	0	NR	6E-16	15.221848749616356		8.086	z-score decrease	Affymetrix, Illumina [9295118] (imputed)	N
15	rs13109404	4	102926923	rs34592089	2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Crohn's disease	5,956 European ancestry cases, 14,927 European ancestry controls	14,594 European ancestry cases, 26,715 European ancestry controls, 151 Iranian ancestry cases, 342 Iranian ancestry controls, 184 Indian ancestry cases, 990 Indian ancestry controls, 1,690 East Asian ancestry cases, 3,719 East Asian ancestry controls	4q24	NR	BANK1			55024			rs34592089-?	rs34592089	0	34592089	intron_variant	0	NR	1E-15	15.0	(EA)			Affymetrix, Illumina [~ 9000000] (imputed)	N
15	rs13109404	4	102926923	rs34592089	2018-02-23	29326435	Hill WD	2018-01-11	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29326435	A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.	Intelligence (MTAG)	120,934 British ancestry individuals, 127,548 individuals	NA	4q24	ENSG00000251309	BANK1			55024			rs34592089-A	rs34592089	0	34592089	intron_variant	0	NR	1E-12	12.0		0.046348527	[0.034-0.059] unit decrease	Affymetrix [NR]	N
15	rs13109404	4	102926923	rs34592089	2018-09-17	29844566	Davies G	2018-05-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29844566	Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.	General cognitive ability	up to 300,486 European ancestry individuals	NA	4q24	ENSG00000251309	BANK1			55024			rs34592089-A	rs34592089	0	34592089	intron_variant	0	NR	3E-16	15.522878745280337		8.166	z-score decrease	Affymetrix, Illumina [at least 2500000] (imputed)	N
15	rs13109404	4	103001649	rs1813006	2018-02-23	29326435	Hill WD	2018-01-11	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29326435	A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.	Intelligence (MTAG)	120,934 British ancestry individuals, 127,548 individuals	NA	4q24	BANK1	BANK1 - SLC39A8	55024	64116		5680	170549	rs1813006-T	rs1813006	0	1813006	intergenic_variant	1	NR	2E-13	12.698970004336019		0.0474077	[0.035-0.06] unit decrease	Affymetrix [NR]	N
15	rs13109404	4	103034391	rs13101632	2018-09-17	29844566	Davies G	2018-05-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29844566	Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.	General cognitive ability	up to 300,486 European ancestry individuals	NA	4q24	BANK1	BANK1 - SLC39A8	55024	64116		38422	137807	rs13101632-A	rs13101632	0	13101632	intergenic_variant	1	NR	4E-8	7.3979400086720375		5.47	z-score decrease	Affymetrix, Illumina [at least 2500000] (imputed)	N
15	rs13107325	4	103112470	rs6855246	2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	4q24	intergenic	BANK1 - SLC39A8	55024	64116		116501	59728	rs6855246-?	rs6855246	0	6855246	intergenic_variant	1		1E-9	9.0		1.1363636	[1.1-1.19]	Affymetrix, Illumina [NR]	N
15	rs13107325	4	103112470	rs6855246	2018-02-23	29326435	Hill WD	2018-01-11	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29326435	A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.	Intelligence (MTAG)	120,934 British ancestry individuals, 127,548 individuals	NA	4q24	SLC39A8	BANK1 - SLC39A8	55024	64116		116501	59728	rs6855246-A	rs6855246	0	6855246	intergenic_variant	1	NR	9E-13	12.045757490560675		0.03958507	[0.029-0.05] unit increase	Affymetrix [NR]	N
15	rs13107325	4	103112470	rs6855246	2018-09-17	29844566	Davies G	2018-05-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29844566	Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.	General cognitive ability	up to 300,486 European ancestry individuals	NA	4q24	SLC39A8	BANK1 - SLC39A8	55024	64116		116501	59728	rs6855246-A	rs6855246	0	6855246	intergenic_variant	1	NR	2E-14	13.698970004336019		7.676	z-score increase	Affymetrix, Illumina [at least 2500000] (imputed)	N
15	rs13107325	4	103146888	rs35225200	2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	4q24	BANK1, SLC39A8	BANK1 - SLC39A8	55024	64116		150919	25310	rs35225200-?	rs35225200	0	35225200	intergenic_variant	1		2E-12	11.698970004336019		1.1363636	[1.1-1.18]	Affymetrix, Illumina [NR]	N
15	rs13107325	4	103146888	rs35225200	2018-08-29	29912962	Feitosa MF	2018-06-18	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29912962	Novel genetic associations for blood pressure identified via gene-alcohol interaction in up to 570K individuals across multiple ancestries.	Mean arterial pressure x alcohol consumption interaction (2df test)	91,110 European ancestry drinkers and non-drinkers, 21,416 African American or Afro-Caribbean drinkers and non-drinkers, 12,365 Asian ancestry drinkers and non-drinkers, 8,470 Hispanic or Latin American drinkers and non-drinkers	237,996 European ancestry drinkers, 2,280 African American drinkers, 54,080 Asian ancestry drinkers, 6,448 Hispanic drinkers, 43,315 European ancestry non-drinkers, 2,761 African ancestry non-drinkers, 86,943 Asian ancestry non-drinkers, 6,923 Hispanic non-drinkers	4q24	SLC39A8	BANK1 - SLC39A8	55024	64116		150919	25310	rs35225200-A	rs35225200	0	35225200	intergenic_variant	1	0.93	1E-12	12.0	(AA, EA)			Affymetrix, Illumina [up to 39321347] (imputed)	N
15	rs13107325	4	103146890	rs35518360	2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	4q24	SLC39A8	BANK1 - SLC39A8	55024	64116		150921	25308	rs35518360-T	rs35518360	0	35518360	intergenic_variant	1	0.078	8E-15	14.096910013008056		1.166861	[1.12-1.21]	Affymetrix, Illumina [9005918] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2010-11-17	20935630	Speliotes EK	2010-10-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	Body mass index	Up to 123,865 European ancestry individuals	Up to 125,931 European ancestry individuals	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.07	2E-13	12.698970004336019		0.19	[0.11-0.27] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2800000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2011-10-11	21909110	Wain LV	2011-09-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21909110	Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.	Blood pressure	74,064 European ancestry individuals	48,607 European ancestry individuals	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.12	1E-10	10.0	(Mean Arterial Pressure)	0.633	[0.44-0.82] mmHg decrease	Affymetrix, Illumina, Perlegen [NR] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2011-10-21	21909115	Ehret GB	2011-09-11	Nature	www.ncbi.nlm.nih.gov/pubmed/21909115	Genetic variants in novel pathways influence blood pressure and cardiovascular disease risk.	Diastolic blood pressure	69,395 European ancestry individuals	Up to 133,361 European ancestry individuals	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.05	2E-17	16.69897000433602		0.684	[NR] mmHg decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2011-10-21	21909115	Ehret GB	2011-09-11	Nature	www.ncbi.nlm.nih.gov/pubmed/21909115	Genetic variants in novel pathways influence blood pressure and cardiovascular disease risk.	Hypertension	69,395 European ancestry individuals	Up to 133,361 European ancestry individuals	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.05	5E-7	6.301029995663981		0.105	[NR] unit decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2011-10-21	21909115	Ehret GB	2011-09-11	Nature	www.ncbi.nlm.nih.gov/pubmed/21909115	Genetic variants in novel pathways influence blood pressure and cardiovascular disease risk.	Systolic blood pressure	69,395 European ancestry individuals	Up to 133,361 European ancestry individuals	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.05	3E-14	13.522878745280337		0.981	[NR] mmHg decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2012-01-25	20686565	Teslovich TM	2010-08-05	Nature	www.ncbi.nlm.nih.gov/pubmed/20686565	Biological, clinical and population relevance of 95 loci for blood lipids.	HDL cholesterol	99,900 European ancestry individuals	NA	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.07	7E-11	10.154901959985743		0.84	[0.53-1.15] mg/dL decrease	Affymetrix, Illumina, Perlegen [~ 2600000] (imputed)	N
15	rs13107325	4	103188709	rs13107325	2014-05-12	24097068	Willer CJ	2013-10-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24097068	Discovery and refinement of loci associated with lipid levels.	HDL cholesterol	94,595 European ancestry individuals	93,982 European ancestry individuals	4q24	SLC39A8	SLC39A8			64116			rs13107325-T	rs13107325	0	13107325	missense_variant	0	0.08	1E-15	15.0		0.071	[NR] unit decrease	NR [NR] (imputed)	N
